"","player","player_id","position","team_name","player_game_count","block_percent","declined_penalties","franchise_id","grades_offense","grades_pass_block","grades_run_block","hits_allowed","hurries_allowed","non_spike_pass_block","non_spike_pass_block_percentage","pass_block_percent","pbe","penalties","pressures_allowed","sacks_allowed","snap_counts_block","snap_counts_ce","snap_counts_lg","snap_counts_lt","snap_counts_offense","snap_counts_pass_block","snap_counts_pass_play","snap_counts_rg","snap_counts_rt","snap_counts_run_block","snap_counts_te","yearly_pff_id"
"11","Donovan Smith",9467,"T","TB",19,100,2,30,80.5,80.1,69.9,4,35,850,100,100,97.2,8,43,4,1292,0,0,1292,1292,884,884,0,0,408,0,"2021_9467"
"12","Mitch Morse",9482,"C","BUF",19,100,1,4,63.4,71.8,58.8,2,22,800,100,100,98.2,5,26,2,1284,1284,0,0,1284,851,851,0,0,433,0,"2021_9482"
"13","Tyler Biadasz",41178,"C","DAL",18,100,0,9,65.1,69.3,68.7,4,17,755,100,100,98.5,11,22,1,1274,1274,0,0,1274,819,819,0,0,455,0,"2021_41178"
"14","Laken Tomlinson",9461,"G","SF",20,100,0,28,73.6,69.2,75.3,9,21,641,100,100,97.2,7,33,3,1264,0,1264,0,1264,681,681,0,0,583,0,"2021_9461"
"15","Daniel Brunskill",34807,"G","SF",20,100,1,28,57.1,48.2,59.6,6,30,641,100,100,96.4,4,41,5,1259,0,0,0,1259,681,681,1259,0,578,0,"2021_34807"
"16","Alex Mack",4944,"C","SF",20,100,0,28,70.6,74.8,67.4,2,11,640,100,100,98.7,3,15,2,1258,1258,0,0,1258,680,680,0,0,578,0,"2021_4944"
"17","Quinton Spain",10110,"G","CIN",20,100,0,7,66.4,56.2,69.4,4,19,740,100,100,97.5,4,30,7,1252,0,1252,0,1252,782,782,0,0,470,0,"2021_10110"
"18","David Quessenberry",7957,"T","TEN",18,100,1,31,79.1,61.6,86.5,12,23,626,100,100,95.4,2,46,11,1237,0,0,0,1237,662,662,1,1234,575,2,"2021_7957"
"19","Rob Havenstein",9490,"T","LA",19,100,2,26,83.4,77.5,82.2,6,17,732,100,100,97.5,4,30,7,1236,0,0,0,1236,764,764,0,1234,472,0,"2021_9490"
"20","Kevin Zeitler",7032,"G","BLT",17,100,0,3,75.1,79.7,68.7,0,16,724,100,100,98.8,7,17,1,1221,0,0,0,1221,771,771,1221,0,450,0,"2021_7032"
"21","Kolton Miller",47013,"T","LV",18,100,2,23,85,85.1,77.9,5,26,743,100,100,97.4,6,35,4,1216,0,0,1216,1216,792,792,0,0,424,0,"2021_47013"
"22","Andre James",47058,"C","LV",18,100,0,23,64.8,68.6,61.8,3,12,743,100,100,98.6,8,18,3,1216,1216,0,0,1216,792,792,0,0,424,0,"2021_47058"
"23","Ben Jones",7099,"C","TEN",18,100,1,31,76.4,66.3,79.9,7,18,622,100,100,97.8,6,26,1,1213,1213,0,0,1213,658,658,0,0,555,0,"2021_7099"
"24","Dion Dawkins",11818,"T","BUF",18,99.9,2,4,79.4,82.8,69.2,6,18,748,99.9,99.9,97.9,10,28,4,1208,0,0,1202,1209,795,796,0,0,413,7,"2021_11818"
"25","Alejandro Villanueva",9091,"T","BLT",17,100,1,3,65.4,58.7,65.9,9,36,717,100,100,95.6,11,54,9,1205,0,0,1130,1205,764,764,0,68,441,7,"2021_9091"
"26","Tristan Wirfs",64818,"T","TB",18,100,1,30,84.3,83.8,74.4,2,10,766,100,100,98.8,3,15,3,1190,0,0,0,1190,801,801,0,1190,389,0,"2021_64818"
"27","John Simpson",41715,"G","LV",18,100,1,23,53,64.1,45.9,5,32,723,100,100,97,11,40,3,1189,0,1189,0,1189,772,772,0,0,417,0,"2021_41715"
"28","Trey Hopkins",9276,"C","CIN",19,100,1,7,51.9,60.5,47.6,3,14,709,100,100,98.1,5,22,5,1185,1185,0,0,1185,750,750,0,0,435,0,"2021_9276"
"29","Ali Marpet",9494,"G","TB",18,100,0,30,82.7,75.6,85.6,2,20,784,100,100,98.2,4,25,3,1181,0,1181,0,1181,812,812,0,0,369,0,"2021_9494"
"30","Brian Allen",46104,"C","LA",20,100,0,26,74.8,62.4,79.7,5,15,697,100,100,97.8,6,25,5,1181,1181,0,0,1181,730,730,0,0,451,0,"2021_46104"
"31","Alex Leatherwood",58468,"G","LV",18,100,3,23,45.5,31.3,62.2,17,42,721,100,100,94.8,16,67,8,1181,0,0,0,1181,770,770,924,257,411,0,"2021_58468"
"32","Zack Martin",8651,"G","DAL",17,100,0,9,93.4,87.6,92.5,6,15,687,100,100,98.2,2,23,2,1173,0,0,0,1173,743,743,1173,0,430,0,"2021_8651"
"33","Robert Hunt",46139,"G","MIA",17,100,1,17,67.4,68.3,65.6,3,26,688,100,100,97.6,8,31,2,1153,0,0,0,1153,740,740,1153,0,413,0,"2021_46139"
"34","Trai Turner",8727,"G","PIT",18,100,2,25,68.1,72.5,65.5,0,13,697,100,100,97.9,6,21,8,1150,0,0,0,1150,750,750,1150,0,400,0,"2021_8727"
"35","Taylor Moton",11819,"T","CAR",17,100,0,5,77.5,79.4,70.7,4,22,679,100,100,97.9,5,27,1,1149,0,0,71,1149,713,713,0,1078,436,0,"2021_11819"
"36","David Andrews",9948,"C","NE",18,100,0,19,79.6,73.2,80.1,3,14,617,100,100,98.5,4,18,1,1149,1149,0,0,1149,654,654,0,0,495,0,"2021_9948"
"37","Dan Moore Jr.",60120,"T","PIT",17,100,1,25,57.5,59.5,52,11,30,699,100,100,96.1,6,48,7,1147,0,0,1130,1147,752,752,0,0,395,16,"2021_60120"
"38","Brian O'Neill",46854,"T","MIN",17,100,0,18,73.4,77.5,66.1,2,19,652,100,100,98.2,5,22,1,1140,0,0,0,1140,695,695,0,1138,445,2,"2021_46854"
"39","Ezra Cleveland",41973,"G","MIN",17,100,0,18,68.6,55.5,71.9,6,27,652,100,100,97.3,3,34,1,1140,0,1140,0,1140,695,695,0,0,445,0,"2021_41973"
"40","D.J. Humphries",9457,"T","ARZ",17,100,3,1,67.5,65.7,69.8,4,33,663,100,100,96,12,45,8,1138,0,0,1129,1138,699,699,0,0,439,8,"2021_9457"
"41","Chukwuma Okorafor",46302,"T","PIT",17,100,2,25,62.2,61.1,65,7,14,668,100,100,98.1,11,23,2,1133,0,0,1,1133,720,720,0,1122,413,9,"2021_46302"
"42","Bradley Bozeman",27934,"C","BLT",16,100,0,3,73.6,73.8,71.1,3,15,673,100,100,98.2,1,21,3,1125,1125,0,0,1125,718,718,0,0,407,0,"2021_27934"
"43","James Daniels",45576,"G","CHI",17,100,2,6,71.8,68.3,72.9,4,33,658,100,100,96.7,9,40,3,1121,0,0,0,1121,701,701,1121,0,420,0,"2021_45576"
"44","Sam Mustipher",13026,"C","CHI",17,100,0,6,51,61.7,46.4,3,24,658,100,100,97.8,5,28,1,1121,1121,0,0,1121,701,701,0,0,420,0,"2021_13026"
"45","Cody Whitehair",10690,"G","CHI",17,100,1,6,66.2,61.3,66.3,5,24,658,100,100,97.2,5,33,4,1121,0,1121,0,1121,701,701,0,0,420,0,"2021_10690"
"46","Charles Leno Jr.",8880,"T","WAS",17,100,0,32,81.2,87.3,63.5,7,23,633,100,100,96.7,1,36,6,1121,0,0,1115,1121,678,678,0,6,443,0,"2021_8880"
"47","Matt Feiler",9289,"G","LAC",16,100,0,27,74,62.2,78.5,7,13,689,100,100,97.8,6,25,5,1119,0,1118,1,1119,737,737,0,0,382,0,"2021_9289"
"48","Rashawn Slater",59971,"T","LAC",16,100,0,27,83.6,80.3,80.2,6,16,698,100,100,97.9,6,26,4,1116,0,1,1110,1116,752,752,0,0,364,5,"2021_59971"
"49","Jon Runyan",36661,"G","GB",17,100,1,12,64.6,72,57.4,3,16,636,100,100,98.2,1,21,2,1109,0,1105,2,1109,672,672,1,1,437,0,"2021_36661"
"50","Liam Eichenberg",41851,"T","MIA",17,100,3,17,50.8,46.9,57.9,8,45,655,100,100,94.6,10,62,9,1108,0,0,943,1108,704,704,0,164,404,1,"2021_41851"
"51","Joel Bitonio",8670,"G","CLV",17,100,0,8,93.6,85.9,92.5,2,13,597,100,100,98.4,3,17,2,1107,0,983,123,1107,631,631,0,0,476,1,"2021_8670"
"52","Wyatt Teller",46131,"G","CLV",17,100,1,8,84.9,70.4,88.4,0,20,597,100,100,97.7,11,24,4,1107,0,0,0,1107,631,631,1107,0,476,0,"2021_46131"
"53","Trent Williams",5529,"T","SF",18,99.9,2,28,96.6,82.7,97.7,6,16,558,99.8,99.8,97.8,10,23,1,1104,0,0,1100,1105,591,592,0,0,513,2,"2021_5529"
"54","Andrew Whitworth",3000,"T","LA",18,100,2,26,87.2,89.8,74.2,3,11,669,100,100,98.1,7,20,6,1102,0,0,1102,1102,703,703,0,0,399,0,"2021_3000"
"55","Austin Jackson",60816,"G","MIA",16,100,0,17,49.9,49.1,54.8,6,41,657,100,100,96.1,12,49,2,1096,0,887,209,1096,708,708,0,0,388,0,"2021_60816"
"56","Cesar Ruiz",59857,"G","NO",17,100,0,20,57.6,63.8,52.9,2,24,579,100,100,96.9,1,31,5,1091,287,0,0,1091,610,610,804,0,481,0,"2021_59857"
"57","Royce Newman",41746,"G","GB",17,100,1,12,55.7,60.2,51.9,5,21,623,100,100,97,5,32,6,1084,0,3,0,1084,660,660,1081,0,424,0,"2021_41746"
"58","Jawaan Taylor",41665,"T","JAX",17,100,2,15,60.4,72,42.8,3,25,667,100,100,97,12,34,6,1083,0,0,0,1083,712,712,0,1083,371,0,"2021_41665"
"59","Storm Norton",12188,"T","LAC",16,100,4,27,60.2,44.7,75.5,9,42,680,100,100,94.9,6,60,9,1078,0,0,0,1078,732,732,2,1074,346,2,"2021_12188"
"60","Andrew Norwell",9126,"G","JAX",17,100,2,15,66.7,73.5,62.7,5,16,664,100,100,98,9,24,3,1077,0,1077,0,1077,709,709,0,0,368,0,"2021_9126"
"61","Corey Linsley",8796,"C","LAC",16,100,1,27,85.7,84.9,84.6,2,8,673,100,100,99.3,6,10,0,1076,1076,0,0,1076,724,724,0,0,352,0,"2021_8796"
"62","Oli Udoh",28394,"G","MIN",16,100,3,18,54.4,39,62.3,6,38,622,100,100,96.3,16,45,1,1075,0,0,146,1075,662,662,929,0,413,0,"2021_28394"
"63","Jesse Davis",9989,"T","MIA",17,100,1,17,52.5,51.1,51.4,10,39,644,100,100,95,4,57,8,1063,0,135,0,1063,692,692,0,922,371,6,"2021_9989"
"64","Ereck Flowers",9442,"G","WAS",16,100,1,32,72,78.1,64.4,3,17,591,100,100,97.3,2,26,6,1061,0,1061,0,1061,635,635,0,0,426,0,"2021_9442"
"65","Jason Kelce",6343,"C","PHI",18,100,0,24,84.5,69.2,89,0,16,569,100,100,98.4,6,17,1,1059,1059,0,0,1059,607,607,0,0,452,0,"2021_6343"
"66","Will Hernandez",46180,"G","NYG",17,100,2,21,55.9,56,58.4,7,22,628,100,100,96.6,8,36,7,1049,0,0,0,1049,676,676,1049,0,373,0,"2021_46180"
"67","Lloyd Cushenberry III",41924,"C","DEN",16,100,0,10,64.2,71.3,62.5,5,14,577,100,100,97.5,7,24,5,1039,1039,0,0,1039,610,610,0,0,429,0,"2021_41924"
"68","J.C. Tretter",7904,"C","CLV",16,100,0,8,78.7,83.7,74.8,1,8,555,100,100,99,5,10,1,1039,1039,0,0,1039,587,587,0,0,452,0,"2021_7904"
"69","Penei Sewell",81788,"T","DET",16,100,3,11,77,69.4,84.5,8,22,601,100,100,96.7,11,35,5,1039,0,0,536,1039,644,644,0,498,395,5,"2021_81788"
"70","Jonah Jackson",37070,"G","DET",16,100,0,11,69.3,56.4,76.4,9,22,607,100,100,96.8,8,35,4,1037,24,1013,0,1037,648,648,0,0,389,0,"2021_37070"
"71","Chris Lindstrom",46692,"G","ATL",17,100,1,2,83.7,65.3,87.6,8,23,624,100,100,97.5,2,31,0,1034,0,0,0,1034,661,661,1034,0,373,0,"2021_46692"
"72","Jake Matthews",8641,"T","ATL",17,100,0,2,71.3,77.2,58.7,5,18,623,100,100,97.7,6,26,3,1029,0,0,1025,1029,660,660,0,0,369,4,"2021_8641"
"73","Alijah Vera-Tucker",57107,"G","NYJ",16,100,1,22,66.8,56.9,72.5,6,34,652,100,100,96.6,5,42,2,1027,0,1027,0,1027,693,693,0,0,334,0,"2021_57107"
"74","Morgan Moses",8701,"T","NYJ",17,100,0,22,71,65.7,74.9,10,35,639,100,100,95.9,4,49,4,1022,0,0,0,1022,679,679,0,1021,343,0,"2021_8701"
"75","Connor Williams",46216,"G","DAL",18,100,3,9,75.2,74,76.9,1,12,577,100,100,98.5,17,15,2,1020,0,1006,0,1020,624,624,0,0,396,4,"2021_46216"
"76","Shaq Mason",9564,"G","NE",16,100,0,19,86.4,72.3,87.2,3,11,558,100,100,98.4,4,16,2,1017,0,0,0,1017,589,589,1016,0,428,0,"2021_9564"
"77","Kelvin Beachum",7229,"T","ARZ",16,100,1,1,60.8,69.4,56,2,30,593,100,100,97,11,34,2,1006,0,0,77,1006,630,630,0,926,376,2,"2021_7229"
"78","Nate Davis",46808,"G","TEN",15,100,1,31,69.2,49.5,71.8,6,24,501,100,100,96,4,35,5,1004,0,0,0,1004,534,534,1003,0,470,0,"2021_46808"
"79","Jalen Mayfield",81725,"G","ATL",16,100,1,2,49.2,27.6,66.9,21,25,588,100,100,94.2,9,57,11,989,0,989,0,989,622,622,0,0,367,0,"2021_81725"
"80","Matt Hennessy",41141,"C","ATL",17,100,0,2,77.1,50.5,89.1,1,28,596,100,100,97.1,5,32,3,988,988,0,0,988,632,632,0,0,356,0,"2021_41141"
"81","Kaleb McGary",46912,"T","ATL",16,100,0,2,62.8,50.6,72.2,10,22,587,100,100,95.7,3,41,9,986,0,0,0,986,624,624,0,986,362,0,"2021_46912"
"82","Billy Price",46795,"C","NYG",15,100,0,21,62.3,52.5,68,4,18,604,100,100,97.8,5,24,2,985,985,0,0,985,649,649,0,0,336,0,"2021_46795"
"83","Jordan Mailata",66916,"T","PHI",15,100,0,24,88.3,83.8,88.5,2,20,481,100,100,97.1,7,25,3,980,0,0,817,980,511,511,0,134,469,29,"2021_66916"
"84","Kendrick Green",56642,"C","PIT",15,100,3,25,52.4,50.7,54.7,4,11,582,100,100,98.2,9,18,3,975,975,0,0,975,631,631,0,0,344,0,"2021_56642"
"85","Connor McGovern",10778,"C","NYJ",15,100,0,22,75.9,68,78.9,2,13,611,100,100,98.1,3,19,4,973,973,0,0,973,651,651,0,0,322,0,"2021_10778"
"86","Duane Brown",4340,"T","SEA",17,100,0,29,71.5,69.9,69.6,3,22,552,100,100,96.3,5,33,8,969,0,0,965,969,585,585,0,0,384,4,"2021_4340"
"87","Lucas Patrick",11435,"C","GB",15,100,1,12,57.5,64.3,54.2,4,15,571,100,100,98,6,21,2,967,822,57,0,967,603,603,88,0,364,0,"2021_11435"
"88","Brandon Parker",34693,"T","LV",15,100,1,23,55.9,55,57.1,12,33,579,100,100,94.6,10,54,9,958,0,0,0,958,618,618,0,955,340,3,"2021_34693"
"89","Halapoulivaati Vaitai",10798,"G","DET",15,100,1,11,68.4,66.9,65.4,5,18,552,100,100,97.9,3,23,0,953,0,0,0,953,590,590,953,0,363,0,"2021_10798"
"90","James Hurst",9001,"T","NO",17,100,1,20,69.8,76.9,60.1,4,20,491,100,100,96.9,4,27,3,941,0,152,557,941,516,516,5,190,425,37,"2021_9001"
"91","Calvin Throckmorton",28238,"G","NO",17,100,0,20,42.4,43.7,43.7,7,25,483,100,100,96.5,3,33,1,938,0,626,0,938,507,507,282,0,431,30,"2021_28238"
"92","Nate Solder",6169,"T","NYG",16,100,2,21,60.3,52.7,67.3,7,23,545,100,100,96.1,6,36,6,927,0,0,68,927,586,586,0,853,341,6,"2021_6169"
"93","Tytus Howard",25472,"G","HST",15,100,1,13,51.4,70.1,42.5,2,19,545,100,100,97.7,8,23,2,927,0,682,245,927,585,585,0,0,342,0,"2021_25472"
"94","Landon Dickerson",41712,"G","PHI",15,100,0,24,69.6,60.5,71.2,8,23,502,100,100,96.5,5,33,2,925,0,834,0,925,535,535,91,0,390,0,"2021_41712"
"95","Gabe Jackson",8716,"G","SEA",16,100,1,29,63.6,55.7,64.3,4,30,542,100,100,96.3,4,37,3,922,0,0,0,922,574,574,922,0,348,0,"2021_8716"
"96","Isaiah Wynn",46048,"T","NE",16,100,1,19,74.9,70.7,76.5,5,17,491,100,100,96.5,9,28,6,915,0,0,914,915,518,518,0,0,397,0,"2021_46048"
"97","Terence Steele",39461,"T","DAL",16,99.5,0,9,64.6,60.9,67.8,5,24,490,99,99.1,96.6,8,31,2,912,0,0,340,917,528,533,0,556,384,16,"2021_39461"
"98","Michael Schofield III",8730,"G","LAC",14,100,1,27,66.8,75.2,59.5,4,18,564,100,100,97.7,3,24,2,907,0,0,0,907,605,605,897,0,302,10,"2021_8730"
"99","Ryan Kelly",10652,"C","IND",14,100,2,14,56.9,57.2,58.1,3,23,510,100,100,96.9,6,29,3,907,907,0,0,907,550,550,0,0,357,0,"2021_10652"
"100","Rodger Saffold",5558,"G","TEN",16,100,1,31,68.1,46.7,74.5,8,18,468,100,100,96.8,5,28,2,906,0,906,0,906,494,494,0,0,412,0,"2021_5558"
"101","Taylor Lewan",8646,"T","TEN",14,100,0,31,70,70.2,64,5,13,459,100,100,97.2,4,22,4,899,0,0,898,899,483,483,0,0,416,0,"2021_8646"
"102","Ted Karras",10855,"G","NE",15,99.9,0,19,72.4,76.5,67.3,2,8,441,99.8,99.8,98.2,2,13,3,890,15,757,0,891,469,470,117,0,421,1,"2021_10855"
"103","George Fant",11282,"T","NYJ",15,100,2,22,71.1,75.1,59.9,3,14,561,100,100,98.3,4,18,1,889,0,0,840,889,594,594,0,48,295,0,"2021_11282"
"104","Garrett Bradbury",46013,"C","MIN",13,100,3,18,60.2,43.7,67,6,18,513,100,100,97.3,8,26,2,883,883,0,0,883,546,546,0,0,337,0,"2021_46013"
"105","Eric Fisher",7783,"T","IND",15,100,3,14,68.2,61,73.3,11,23,457,100,100,94.7,8,41,7,874,0,0,870,874,490,490,0,0,384,4,"2021_7783"
"106","Garett Bolles",11775,"T","DEN",14,100,3,10,76.6,77.8,68.9,6,11,497,100,100,97.3,8,22,5,870,0,0,869,870,525,525,0,0,345,1,"2021_11775"
"107","Billy Turner",8702,"T","GB",14,100,1,12,67.1,69.3,60.5,3,28,499,100,100,96.3,4,34,3,866,0,0,56,866,533,533,0,810,333,0,"2021_8702"
"108","Max Garcia",9566,"G","ARZ",14,100,1,1,54.3,53.3,54.2,0,15,501,100,100,97.5,4,20,5,864,297,0,0,864,532,532,565,0,332,2,"2021_9566"
"109","Lane Johnson",7786,"T","PHI",14,99.9,1,24,83.3,82.6,76.8,1,10,426,99.8,99.8,98.7,7,11,0,863,0,0,13,864,448,449,0,851,415,0,"2021_7786"
"110","Justin Pugh",7800,"G","ARZ",14,100,0,1,64.5,73.4,57.5,0,20,494,100,100,98,2,20,0,858,0,853,5,858,524,524,0,0,334,0,"2021_7800"
"111","Cam Robinson",11789,"T","JAX",14,100,2,15,67.4,76.6,52.5,8,22,537,100,100,97,6,31,1,856,0,0,856,856,573,573,0,0,283,0,"2021_11789"
"112","Rodney Hudson",6207,"C","ARZ",13,100,1,1,57.4,64.6,54.7,0,4,493,100,100,99.4,2,5,1,854,854,0,0,854,523,523,0,0,331,0,"2021_6207"
"113","Josh Jones",26634,"G","ARZ",17,100,2,1,46.8,48.3,52.8,3,22,472,100,100,96.5,12,29,4,853,0,0,0,853,498,498,612,231,355,9,"2021_26634"
"114","Jason Peters",2148,"T","CHI",15,100,0,6,77.5,77.9,70.7,5,17,483,100,100,96.5,3,28,6,853,0,0,847,853,517,517,0,0,336,6,"2021_2148"
"115","Spencer Brown",42296,"T","BUF",15,100,1,4,59.8,49.1,71.6,5,30,493,100,100,96.2,8,36,1,846,0,0,101,846,523,523,0,732,323,13,"2021_42296"
"116","Ben Powers",41482,"G","BLT",13,100,0,3,66.3,66.1,63.6,3,15,498,100,100,97.6,3,21,3,844,0,831,0,844,532,532,13,0,312,0,"2021_41482"
"117","Mark Glowinski",9567,"G","IND",16,100,0,14,70.1,62.6,70.6,8,28,445,100,100,95.5,2,38,2,843,0,0,0,843,476,476,843,0,367,0,"2021_9567"
"118","Dalton Risner",47008,"G","DEN",15,100,0,10,68.5,73.6,63.2,5,12,476,100,100,97.4,2,21,4,832,0,832,0,832,504,504,0,0,328,0,"2021_47008"
"119","Charlie Heck",36501,"T","HST",15,100,0,13,56,66.5,41.1,3,20,488,100,100,96.4,1,29,6,827,0,0,0,827,519,519,0,822,308,5,"2021_36501"
"120","Tyron Smith",6161,"T","DAL",12,100,2,9,90.2,87,90,5,9,467,100,100,97.9,9,17,3,810,0,0,807,810,515,515,0,0,295,1,"2021_6161"
"121","Andrew Thomas",59701,"T","NYG",13,99.9,0,21,78.9,82.1,68.5,3,13,482,99.8,99.8,97.9,5,18,2,799,0,0,799,800,517,518,0,0,282,1,"2021_59701"
"122","Bobby Massie",7112,"T","DEN",13,100,0,10,70,60.1,74.8,6,25,458,100,100,95.5,1,36,5,796,0,0,0,796,484,484,0,796,312,0,"2021_7112"
"123","Hakeem Adeniji",45419,"G","CIN",13,100,1,7,43,36.1,46.3,4,24,470,100,100,95.1,3,37,9,777,0,0,0,777,501,501,777,0,276,0,"2021_45419"
"124","Matt Skura",11102,"G","NYG",14,100,0,21,50.8,29.5,61.4,10,20,443,100,100,96.2,3,32,2,769,56,660,0,769,473,473,53,0,296,0,"2021_11102"
"125","Quenton Nelson",12954,"G","IND",13,100,1,14,69.1,62,70.4,6,8,419,100,100,98.1,5,15,1,767,0,767,0,767,448,448,0,0,319,0,"2021_12954"
"126","Jedrick Wills Jr.",58467,"T","CLV",13,100,0,8,66.1,67.9,61.7,4,19,413,100,100,96,4,28,5,763,0,0,762,763,437,437,0,0,326,1,"2021_58467"
"127","Patrick Mekari",46219,"T","BLT",13,99.9,0,3,66.1,73.8,55.7,1,18,423,99.8,99.8,96.8,2,23,4,761,0,0,3,762,447,448,0,754,314,5,"2021_46219"
"128","Evan Brown",38709,"C","DET",13,100,1,11,66.8,72.4,62.9,3,4,422,100,100,98.9,4,8,1,755,755,0,0,755,455,455,0,0,300,0,"2021_38709"
"129","Erik McCoy",37347,"C","NO",12,100,0,20,63.6,69.2,66.4,2,5,408,100,100,99.1,8,7,0,746,746,0,0,746,433,433,0,0,313,0,"2021_37347"
"130","La'el Collins",9719,"T","DAL",13,100,0,9,80.2,74.3,89.7,0,18,473,100,100,97.7,10,20,2,743,0,0,0,743,509,509,0,739,234,0,"2021_9719"
"131","Tom Compton",7181,"T","SF",13,100,1,28,79.9,64.6,89.5,3,18,369,100,100,95.5,3,27,6,743,0,0,0,743,387,387,0,743,356,0,"2021_7181"
"132","Andrew Wylie",12333,"T","KC",12,100,1,16,62.3,56.2,70.4,3,31,453,100,100,95.4,6,38,4,737,0,0,0,737,479,479,0,731,258,6,"2021_12333"
"133","Riley Reiff",7029,"T","CIN",12,100,0,7,67.3,58.4,70,3,14,396,100,100,96.8,1,21,4,711,0,0,0,711,422,422,0,711,289,0,"2021_7029"
"134","Braden Smith",46794,"T","IND",11,100,1,14,80.6,70.8,86,3,15,363,100,100,96.4,6,22,4,711,0,0,0,711,391,391,0,710,320,1,"2021_46794"
"135","Ben Bartch",84236,"G","JAX",14,100,0,15,62.1,52.8,63.1,5,16,431,100,100,96.9,2,24,3,705,0,6,0,705,460,460,699,0,245,0,"2021_84236"
"136","Michael Jordan",28021,"G","CAR",11,100,1,5,50.7,49,55.4,4,22,417,100,100,95.4,5,32,6,703,0,703,0,703,439,439,0,0,264,0,"2021_28021"
"137","Greg Van Roten",7746,"G","NYJ",12,100,0,22,68.1,53.7,75,1,33,444,100,100,95.5,2,37,3,700,0,0,0,700,474,474,697,0,226,2,"2021_7746"
"138","Brandon Scherff",9438,"G","WAS",11,100,1,32,73.6,72.4,73.7,1,18,370,100,100,97.4,6,19,0,697,0,0,0,697,398,398,697,0,299,0,"2021_9438"
"139","Damien Lewis",81532,"G","SEA",13,100,1,29,57.1,47.9,60.3,7,13,405,100,100,97.3,5,21,1,696,0,696,0,696,431,431,0,0,265,0,"2021_81532"
"140","Max Scharping",46961,"G","HST",16,100,0,13,59.9,53.8,60.4,4,13,373,100,100,97.2,3,19,2,689,0,4,0,689,400,400,661,0,289,24,"2021_46961"
"141","Matt Nelson",48584,"T","DET",13,99.7,2,11,50.8,45.8,56.6,4,34,387,99.5,99.5,94.3,3,41,3,673,0,0,1,675,416,418,0,603,257,71,"2021_48584"
"142","Justin Britt",8699,"C","HST",11,100,1,13,63.9,53.7,70.5,3,5,382,100,100,98.2,5,11,3,671,671,0,0,671,419,419,0,0,252,0,"2021_8699"
"143","Michael Onwenu",27357,"G","NE",17,100,0,19,86.7,70,89.4,4,5,323,100,100,98,3,11,2,658,0,290,0,658,340,340,2,276,318,89,"2021_27357"
"144","John Miller",9514,"G","CAR",10,100,1,5,52.1,50.5,50.1,1,21,398,100,100,95.5,3,29,7,656,0,0,0,656,421,421,656,0,235,0,"2021_9514"
"145","Ryan Ramczyk",11787,"T","NO",10,100,0,20,84.1,73,85.6,2,15,339,100,100,96.9,0,19,2,653,0,0,0,653,361,361,0,649,292,4,"2021_11787"
"146","Christian Darrisaw",77373,"T","MIN",11,100,0,18,71.9,63.1,77.3,6,11,375,100,100,96.4,3,22,5,652,0,0,652,652,398,398,0,0,254,0,"2021_77373"
